oem,model,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,features_sensors,platform_os
NEC,e606,2003,Discontinued,,145.0,Mini-SIM,"TFT, 65K colors",,"132 x 160 pixels, 8 lines",V1,
NEC,e232,2003,Discontinued,,90.0,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,V1,
NEC,DB4100,2000,Discontinued,,99.0,Mini-SIM,Alphanumeric,,"97 x 59 pixels, 5:3 ratio",V1,
NEC,G9D+,1997,Discontinued,,200.0,Mini-SIM,Alphanumeric,,4 x 12 chars,V1,
Neonode,N1m,2005,Discontinued,,94.0,Mini-SIM,"TFT touchscreen, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows CE.NET
Nokia,C5 Endi,2020,Available. Released 2020,,200.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",6.52,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Nokia,C2 Tennen,2020,Available. Released 2020,,180.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Nokia,C2 Tava,2020,Available. Released 2020,,180.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10
Nokia,150 (2020),2020,,,90.5,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,125,2020,,,91.3,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,8.3 5G,2020,,,220.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.81,"1080 x 2400 pixels, 20:9 ratio (~386 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Nokia,5.3,2020,Available. Released 2020,,185.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.55,"720 x 1600 pixels, 20:9 ratio (~268 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity",Android 10
Nokia,1.3,2020,Available. Released 2020,,155.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 10 (Go edition)
Nokia,5310 (2020),2020,Available. Released 2020,,88.2,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)",TFT,2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,2.3,2019,Available. Released 2019,,183.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Nokia,7.2,2019,Available. Released 2019,,180.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Nokia,6.2,2019,Available. Released 2019,,180.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.3,"1080 x 2280 pixels, 19:9 ratio (~400 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Nokia,800 Tough,2019,Available. Released 2019,,161.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","TFT, 256K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,KaiOS
Nokia,2720 Flip,2019,Available. Released 2019,,118.0,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","TFT, 256K colors",2.8,"240 x 320 pixels, 4:3 ratio (~143 ppi density)",V1,KaiOS
Nokia,220 4G,2019,Available. Released 2019,,86.5,"Single SIM (Nano-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Nokia,110 (2019),2019,Available. Released 2019,,75.0,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",1.77,"120 x 160 pixels, 4:3 ratio (~113 ppi density)",V1,
Nokia,105 (2019),2019,Available. Released 2019,,73.0,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 65K colors",1.77,"120 x 160 pixels, 4:3 ratio (~113 ppi density)",V1,
Nokia,3.1 C,2019,Available. Released 2019,,156.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, gyro, proximity",Android 9.0 (Pie)
Nokia,3.1 A,2019,Available. Released 2019,,156.0,Nano-SIM,"IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Accelerometer, gyro, proximity",Android 9.0 (Pie)
Nokia,2.2,2019,Available. Released 2019,,153.0,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.71,"720 x 1520 pixels, 19:9 ratio (~295 ppi density)","Accelerometer, proximity",Android 9.0 (Pie)
Nokia,X6 8GB (2010),2010,Discontinued,,122.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.2,"360 x 640 pixels, 16:9 ratio (~229 ppi density)","Accelerometer, proximity",Symbian 9.4
Nokia,X6 16GB (2010),2010,Discontinued,,122.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.2,"360 x 640 pixels, 16:9 ratio (~229 ppi density)","Accelerometer, proximity",Symbian 9.4
Nokia,X6 (2009),2009,Discontinued,,122.0,Mini-SIM,"TFT capacitive touchscreen, 16M colors",3.2,"360 x 640 pixels, 16:9 ratio (~229 ppi density)","Accelerometer, proximity",Symbian 9.4
Nokia,6131 NFC,2007,Discontinued,,104.0,Mini-SIM,"TFT, 16M colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,
Nokia,8.1 Plus,,Cancelled,,,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.22,"1080 x 2520 pixels, 21:9 ratio (~441 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
O2,Cosmo,2006,Discontinued,,130.0,Mini-SIM,"TFT, 65K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,Microsoft Windows Mobile 5.0 Smartphone
O2,XDA Orion,2005,Discontinued,,106.0,Mini-SIM,"TFT, 65K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,Microsoft Windows Mobile 5.0 Smartphone
O2,X1b,2005,Discontinued,,86.0,Mini-SIM,"TFT, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
O2,XM,2005,Discontinued,,91.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
O2,X4,2004,Discontinued,,116.0,Mini-SIM,"TFT, 256K colors",,176 x 220 pixels,V1,
O2,XDA IIs,2004,Discontinued,,210.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",3.5,"240 x 320 pixels, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows Mobile 2003 SE PocketPC
O2,XDA IIi,2004,Discontinued,,190.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",3.5,"240 x 320 pixels, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows Mobile 2003 SE PocketPC
O2,Xphone II,2004,Discontinued,,102.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Smartphone 2003 SE OS
O2,XDA II,2003,Discontinued,,190.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",3.5,"240 x 320 pixels, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows Mobile 2003 for PocketPC Phone Edition
O2,Xphone,2003,Discontinued,,130.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Smartphone 2003
O2,XDA,2003,Discontinued,,201.0,Mini-SIM,"TFT resistive touchscreen, 4096 colors",3.5,"240 x 320 pixels, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows PocketPC
OnePlus,8 5G UW (Verizon),2020,Available. Released 2020,,180.0,Pre-installed Nano-SIM,"Fluid AMOLED capacitive touchscreen, 16M colors",6.55,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
OnePlus,8 5G (T-Mobile),2020,Available. Released 2020,,180.0,Nano-SIM,"Fluid AMOLED capacitive touchscreen, 16M colors",6.55,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
OnePlus,7T Pro 5G McLaren,2019,Available. Released 2019,,206.0,"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors",6.67,"1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
OnePlus,7T Pro,2019,Available. Released 2019,,206.0,"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors",6.67,"1440 x 3120 pixels, 19.5:9 ratio (~516 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
OnePlus,7T,2019,Available. Released 2019,,190.0,"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors",6.55,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
OnePlus,7 Pro 5G,2019,Available. Released 2019,,206.0,"Dual SIM (Nano-SIM, dual stand-by)","Fluid AMOLED capacitive touchscreen, 16M colors",6.67,"1440 x 3120 pixels, 19.5:9 ratio (~515 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno4 Pro 5G,2020,Available. Released 2020,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.55,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Reno4 5G,2020,Available. Released 2020,,183.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.43,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Find X2 Neo,2020,Available. Released 2020,,171.0,Nano-SIM,"AMOLED capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,A92s,2020,Available. Released 2020,,184.0,"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Oppo,Find X2 Lite,2020,Available. Released 2020,,180.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Ace2,2020,Available. Released 2020,,186.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.55,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,A12e,2020,Available. Released 2020,,168.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Accelerometer, proximity, compass",Android 8.1 (Oreo)
Oppo,Reno3,2020,Available. Released 2020,,170.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Find X2 Pro,2020,Available. Released 2020,,217.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 1B colors",6.7,1440 x 3168 pixels (~513 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Find X2,2020,Available. Released 2020,,209.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 1B colors",6.7,1440 x 3168 pixels (~513 ppi density),"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Reno3 Pro,2020,Available. Released 2020,,175.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,F15,2020,Available. Released 2020,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno3 Pro 5G,2019,Available. Released 2019,,171.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Reno3 Youth,2020,Available. Released 2020,,180.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~411 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,Reno3 5G,2019,Available. Released 2019,,181.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Oppo,A91,2019,Available. Released 2019,,172.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2400 pixels, 20:9 ratio (~408 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,A8,2019,Available. Released 2019,,180.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Oppo,Reno Ace,2019,Available. Released 2019,,200.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno A,2019,Available. Released 2019,,169.5,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,A5 (2020),2019,Available. Released 2019,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,A9 (2020),2019,Available. Released 2019,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno2,2019,Available. Released 2019,,189.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~401 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno2 F,2019,Available. Released 2019,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.5,"1080 x 2340 pixels, 19.5:9 ratio (~394 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno2 Z,2019,Available. Released 2019,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno Z,2019,Available. Released 2019,,186.0,"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.4,"1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,A9x,2019,Available. Released 2019,,190.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors",6.53,"1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,Reno 5G,2019,Available. Released 2019,,215.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.6,"1080 x 2340 pixels, 19.5:9 ratio (~387 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Oppo,A1k,2019,Available. Released 2019,,170.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.1,"720 x 1560 pixels, 19.5:9 ratio (~282 ppi density)","Accelerometer, proximity, compass",Android 9.0 (Pie)
Oppo,A5 (AX5),2018,Available. Released 2018,,168.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.2,"720 x 1520 pixels, 19:9 ratio (~271 ppi density)","Accelerometer, proximity, compassFingerprint (rear-mounted), accelerometer, proximity, compass - India only",Android 8.1 (Oreo)
Oppo,A31 (2015),2015,Discontinued,,135.0,"Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",4.5,"480 x 854 pixels, 16:9 ratio (~218 ppi density)","Accelerometer, proximity",Android 4.4 (KitKat)
Orange,Neva jet 5G,2019,Available. Released 2019,,171.0,"Hybrid Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors",6.47,"1080 x 2340 pixels, 19.5:9 ratio (~398 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 9.0 (Pie)
Orange,Gova,2014,Discontinued,,,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors",4.5,"540 x 960 pixels, 16:9 ratio (~245 ppi density)","Accelerometer, proximity",Android 4.3 (Jelly Bean)
Palm,Treo 650,2004,Discontinued,,178.0,Mini-SIM,"TFT resistive touchscreen, 65K colors",2.4,"320 x 320 pixels, 1:1 ratio (~189 ppi density)",V1,Palm 5.4
Panasonic,Eluga I7 (2019),2019,Available. Released 2019,,168.0,"Dual SIM (Nano-SIM/Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",5.45,"720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 9.0 (Pie)
Panasonic,Eluga DL1,2012,Discontinued,,103.0,Micro-SIM,"OLED capacitive touchscreen, 16M colors",4.3,"540 x 960 pixels, 16:9 ratio (~256 ppi density)","Accelerometer, proximity, compass",Android 2.3.5 (Gingerbread)
Panasonic,VS7,2005,Discontinued,,113.0,Mini-SIM,"TFT, 16M colors",,"320 x 240 pixels, 4:3 ratio",V1,
Panasonic,MX7,2005,Discontinued,,144.0,Mini-SIM,"TFT, 16M colors",,"240 x 320 pixels, 4:3 ratio",V1,
Panasonic,SA7,2005,Discontinued,,140.0,Mini-SIM,"TFT, 16M colors",,"240 x 320 pixels, 4:3 ratio",V1,
Panasonic,X70,2003,Discontinued,,95.0,Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 7 lines, 4:3 ratio",V1,
Panasonic,GD87,2002,Discontinued,,103.0,Mini-SIM,"TFT, 65K colors",,"132 x 176 pixels, 4:3 ratio",V1,
Panasonic,GD67,2002,Discontinued,,81.0,Mini-SIM,"STN, 256 colors",,"101 x 80 pixels, 6 lines",V1,
Panasonic,GD75,2001,Discontinued,,82.0,Mini-SIM,Monochrome graphic,,6 lines,V1,
Panasonic,GD35,2001,Discontinued,,109.0,Mini-SIM,Monochrome graphic,,,V1,
Panasonic,GD93,2000,Discontinued,,80.0,Mini-SIM,Monochrome graphic,,6 lines,V1,
Panasonic,GD30,1999,Discontinued,,135.0,Mini-SIM,Monochrome graphic,,4 x 16 chars,V1,
Pantech,Crux,2010,Discontinued,,122.0,Mini-SIM,"TFT resistive touchscreen, 256K colors",3.0,"240 x 400 pixels, 5:3 ratio (~155 ppi density)",V1,
Pantech,Laser P9050,2010,Discontinued,,115.0,Mini-SIM,"AMOLED resistive touchscreen, 256K colors",3.1,"480 x 800 pixels, 5:3 ratio (~301 ppi density)",V1,
Pantech,GF100,2005,Discontinued,,85.0,Mini-SIM,"STN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Pantech,GF200,2004,Discontinued,,85.0,Mini-SIM,"TFT, 256K colors",,128 x 160 pixels,V1,
Pantech,GB100,2004,Discontinued,,80.0,Mini-SIM,"CSTN, 65K colors",,"128 x 128 pixels, 1:1 ratio",V1,
Philips,W5510,2013,Discontinued,,138.8,Yes,TFT capacitive touchscreen,3.5,"320 x 480 pixels, 3:2 ratio (~165 ppi density)","Accelerometer, proximity",Android 4.1 (Jelly Bean)
Philips,W6350,2012,Discontinued,,154.0,Dual SIM (Mini-SIM),TFT capacitive touchscreen,4.0,"480 x 800 pixels, 5:3 ratio (~233 ppi density)","Accelerometer, proximity",Android 2.3 (Gingerbread)
Philips,W930,2012,Discontinued,,250.0,Dual SIM (Mini-SIM),"Dual TFT capacitive touchscreen, 256K colors",3.2,"320 x 480 pixels, 3:2 ratio (~180 ppi density)","Accelerometer, proximity",Android 2.3 (Gingerbread)
Philips,362,2005,Discontinued,,83.0,Mini-SIM,"CSTN, 65K colors",,128 x 160 pixels,V1,
Philips,868,2005,Cancelled,,110.0,Mini-SIM,"TFT resistive touchscreen, 256K colors",,"128 x 160 pixels, 8 lines",V1,
Philips,859,2004,Discontinued,,94.0,Mini-SIM,"TFT, 65K colors",,"128 x 160 pixels,  7 lines",V1,
Philips,Fisio 625,2002,Discontinued,,85.0,Mini-SIM,Graphics,,"101 x 80 pixels, 8 lines",V1,
Philips,Fisio 620,2002,Discontinued,,85.0,Mini-SIM,Monochrome graphic,,"101 x 80 pixels, 8 lines",V1,
Philips,Fisio 610,2001,Discontinued,,90.0,Mini-SIM,Monochrome graphic,,5 lines,V1,
Philips,Azalis 268,2000,Discontinued,,99.0,Mini-SIM,Monochrome graphic,,5 lines,V1,
Philips,Azalis 238,2000,Discontinued,,125.0,Mini-SIM,Monochrome graphic,,5 lines,V1,
Philips,Diga,1997,Discontinued,,179.0,Mini-SIM,Alphanumeric,,1 x 12 chars,V1,
Philips,Fizz,1996,Discontinued,,169.0,Mini-SIM,Alphanumeric,,3 x 12 chars,V1,
Plum,Ram 8,2018,Available. Released 2018,,134.0,"Dual SIM (Mini-SIM, dual stand-by)","TFT, 256K colors",2.4,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",V1,
Qtek,8600,2006,Discontinued,,120.0,Mini-SIM,"TFT, 65K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,Microsoft Windows Mobile 5.0 Smartphone
Qtek,8300,2005,Discontinued,,106.0,Mini-SIM,"TFT, 65K colors",2.2,"240 x 320 pixels, 4:3 ratio (~182 ppi density)",V1,Microsoft Windows Mobile 5.0 Smartphone
Qtek,8080,2004,Discontinued,,130.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows Mobile 2003 Smartphone
Qtek,8060,2004,Discontinued,,130.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows Mobile 2003 Smartphone
Qtek,1010,2003,Discontinued,,201.0,Mini-SIM,"TFT resistive resistive touchscreen, 4096 colors",3.5,"240 x 320 pixels, 4:3 ratio (~114 ppi density)",V1,Microsoft Windows Mobile 2002 PocketPC
Qtek,7070,2004,Discontinued,,120.0,Mini-SIM,"TFT, 65K colors",2.2,176 x 220 pixels (~128 ppi density),V1,Microsoft Windows 2002 Smartphone
Realme,X3 SuperZoom,2020,Available. Released 2020,,202.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.6,"1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Realme,6S,2020,Available. Released 2020,,191.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Realme,X50 Pro Player,2020,Available. Released 2020,,209.0,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors",6.44,"1080 x 2400 pixels, 20:9 ratio (~409 ppi density)","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Android 10
Realme,Narzo 10,2020,Available. Released 2020,,199.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
Realme,Narzo 10A,2020,Available. Released 2020,,195.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~269 ppi density)","Fingerprint (rear-mounted), accelerometer, proximity, compass",Android 10
Realme,X50m 5G,2020,Available. Released 2020,,194.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.57,"1080 x 2400 pixels, 20:9 ratio (~399 ppi density)","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Android 10
Realme,6i,2020,Available. Released 2020,,199.0,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors",6.5,"720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Android 10
